what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1386289422114
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1386289422135
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289422391
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openFileSearchPage",1386289422454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289422752
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289423088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289426812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289430928
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386289431119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289434095
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1386289439561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289439716
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openFileSearchPage",1386289439793
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289468344
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289468442
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1386289468546
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289468640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289479226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289484395
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289486782
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289489642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289579337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289604508
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289616702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289635566
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289651213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289668908
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1386289677777
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289687300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289687437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289687603
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289687688
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289688007
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289688162
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289688306
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1386289688699
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386289689498
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386289700473
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289703040
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386289704738
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289716016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289717568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289836374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289838902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289839037
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386289847039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289855111
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289857360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289858026
started,bundle,org.eclipse.wst.jsdt.core,1.1.8.v201109150205,"org.eclipse.wst.jsdt.core",1386289858117
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1386289858256
started,bundle,org.eclipse.wst.jsdt.ui,1.1.7.v201109150205,"org.eclipse.wst.jsdt.ui",1386289858274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289861328
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1386289862099
opened,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.GenericHistoryView",1386289862198
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.repositories",1386289862295
activated,perspective,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.TeamSynchronizingPerspective",1386289862347
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289862453
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1386289862662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289881858
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289918161
executed,command,org.eclipse.egit.ui,0.11.1,"org.eclipse.egit.ui.team.Commit",1386289918172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289918481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289918885
executed,command,org.eclipse.egit.ui,0.11.1,"org.eclipse.egit.ui.team.SimplePush",1386289942342
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289942687
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1386289947057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289968714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289968994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386289972902
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386289993444
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.406.v201110060300,"org.eclipse.jst.j2ee.J2EEPerspective",1386289997227
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386290000085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008120
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008333
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008706
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290008840
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290029514
executed,command,org.eclipse.egit.ui,0.11.1,"org.eclipse.egit.ui.team.Push",1386290029548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290030204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290033988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290044203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290085587
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290085711
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386290087668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290118723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290118798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290118822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290118904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290118914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290118997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290119014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290119088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290119144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290128179
executed,command,org.eclipse.egit.ui,0.11.1,"org.eclipse.egit.ui.team.Fetch",1386290128190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290128540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290129108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290129424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290132776
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290136886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290141632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290236677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290272300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290370892
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386290383619
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290392439
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290392528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290416297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290422870
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386290422896
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290425226
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386290425276
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290425313
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1386290425342
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290425497
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1386290425519
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1386290425539
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1386290425556
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1386290425744
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290428848
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290428902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290457386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290459598
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386290459621
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290460750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290463356
activated,perspective,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui.TeamSynchronizingPerspective",1386290463454
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290463480
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1386290463656
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290494852
activated,view,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.sync.views.SynchronizeView",1386290520464
opened,view,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.ccvs.ui.RepositoriesView",1386290533434
activated,perspective,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.cvsPerspective",1386290533530
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386290533558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1386290533655
executed,command,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui.cvsPerspective",1386290533655
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1386290538093
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1386290538465
activated,perspective,org.eclipse.ui.ide.application,,"org.eclipse.ui.resourcePerspective",1386290538622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1386290538651
executed,command,,,"org.eclipse.ui.resourcePerspective",1386290538651
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386290542175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386290576586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386291714869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386291718628
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386291721567
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386291721920
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1386291723509
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1386291723552
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1386291723581
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1386291723687
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1386291723725
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1386291723764
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1386291723766
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1386291723809
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1386291723811
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1386291724044
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1386291724083
